BestellID,Bestelldatum,Bestellart,Lieferant,Artikelnummer,Artikelbeschreibung,Menge,Einheit,PreisProEinheit,Bestellstatus,GeplantesLieferdatum,TatsächlichesLieferdatum,AktuellerLagerbestand,Engpass,KritischSeit,Gesamtpreis,Lieferdauer,JahrMonat,Kategorie
1120,2024-01-18,Eilbestellung,Selle Italia S.r.l.,SI-GR-NEOPRE,Fahrradgriffe Neopren,52,Stück,57.95,Teilgeliefert,2024-01-28,2024-01-29,2,True,2024-02-14,3013.4,11,2024-01,Sonstiges
1121,2024-05-13,Eilbestellung,Continental AG,CO-RE-RACE,Fahrradreifen Race King 2.2,200,Stück,119.83,Teilgeliefert,2024-05-21,2024-05-21,175,False,,23966.0,8,2024-05,Sonstiges
1122,2024-04-28,Eilbestellung,Shimano GmbH,SH-BR-M820,Bremssattel Saint M820,62,Stück,35.79,Offen,2024-05-07,2024-05-06,94,False,,2218.98,8,2024-04,Bremsen
1123,2023-02-21,Eilbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,159,Stück,114.31,Teilgeliefert,2023-02-26,2023-02-24,158,False,,18175.29,3,2023-02,Antrieb
1124,2023-09-16,Standardbestellung,SRAM Corporation,SR-RD-GX1,Schaltwerk GX Eagle,164,Stück,89.37,Offen,2023-09-25,2023-09-25,13,True,2023-10-07,14656.68,9,2023-09,Sonstiges
1125,2024-05-15,Standardbestellung,Continental AG,CO-RE-TERRA,Fahrradreifen Terra Trail 2.3,73,Stück,35.03,Offen,2024-05-23,2024-05-26,20,True,2024-05-20,2557.19,11,2024-05,Sonstiges
1126,2023-03-22,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-CL,Bremsscheibe Centerlock 180mm,155,Stück,116.7,Teilgeliefert,2023-03-27,2023-03-30,13,True,2023-04-06,18088.5,8,2023-03,Bremsen
1127,2023-01-13,Eilbestellung,Selle Italia S.r.l.,SI-GR-NEOPRE,Fahrradgriffe Neopren,168,Stück,131.89,Geliefert,2023-01-20,2023-01-20,3,True,2023-01-31,22157.519999999997,7,2023-01,Sonstiges
1128,2024-02-29,Standardbestellung,SRAM Corporation,SR-CS-PG1230,Kassette PG-1230 Eagle 12-fach,69,Stück,101.38,Teilgeliefert,2024-03-03,2024-03-05,18,True,2024-03-30,6995.219999999999,5,2024-02,Sonstiges
1129,2024-04-04,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 180mm,101,Stück,53.67,Geliefert,2024-04-09,2024-04-11,4,True,2024-05-03,5420.67,7,2024-04,Bremsen
1130,2024-03-20,Eilbestellung,Shimano GmbH,SH-CS-M8100,Kassette XT CS-M8100 12-fach,122,Stück,30.51,Geliefert,2024-03-28,2024-03-27,17,True,2024-04-06,3722.2200000000003,7,2024-03,Sonstiges
1131,2024-05-01,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT7,Bremshebel MT7,47,Stück,44.22,Geliefert,2024-05-11,2024-05-13,224,False,,2078.34,12,2024-05,Bremsen
1132,2023-11-22,Eilbestellung,Selle Italia S.r.l.,SI-SA-FLITE,Fahrradsattel Flite Boost,169,Stück,46.4,Teilgeliefert,2023-12-01,2023-12-04,6,True,2023-12-07,7841.599999999999,12,2023-11,Sonstiges
1133,2024-01-09,Standardbestellung,Selle Italia S.r.l.,SI-SA-NOVUS,Fahrradsattel Novus Boost Evo,39,Stück,42.2,Geliefert,2024-01-19,2024-01-21,294,False,,1645.8000000000002,12,2024-01,Sonstiges
1134,2023-12-03,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT4,Bremshebel MT4,69,Stück,107.4,Offen,2023-12-07,2023-12-06,8,True,2023-12-30,7410.6,3,2023-12,Bremsen
1135,2023-08-20,Eilbestellung,Continental AG,CO-RE-CONTACT,Fahrradreifen Contact Urban,61,Stück,17.83,Teilgeliefert,2023-08-24,2023-08-27,14,True,2023-08-29,1087.6299999999999,7,2023-08,Sonstiges
1136,2023-04-18,Eilbestellung,Shimano GmbH,SH-FH-M6110,Hinterradnabe Deore FH-M6110,13,Stück,18.72,Teilgeliefert,2023-04-23,2023-04-25,167,False,,243.35999999999999,7,2023-04,Sonstiges
1137,2024-05-11,Eilbestellung,Shimano GmbH,SH-RD-M5100,Schaltwerk Deore RD-M5100-SGS,155,Stück,130.89,Offen,2024-05-14,2024-05-13,287,False,,20287.949999999997,2,2024-05,Sonstiges
1138,2023-05-22,Standardbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,165,Stück,122.65,Teilgeliefert,2023-05-31,2023-06-01,221,False,,20237.25,10,2023-05,Antrieb
1139,2024-04-29,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT5,Bremshebel MT5,173,Stück,43.95,Offen,2024-05-07,2024-05-10,129,False,,7603.35,11,2024-04,Bremsen
1140,2023-04-17,Eilbestellung,Continental AG,CO-TU-RACE,Fahrradschlauch Race 28,67,Stück,143.35,Offen,2023-04-20,2023-04-23,18,True,2023-05-11,9604.449999999999,6,2023-04,Sonstiges
1141,2023-07-15,Eilbestellung,Selle Italia S.r.l.,SI-BA-FLITE,Fahrradsattel Flite,140,Stück,13.47,Teilgeliefert,2023-07-23,2023-07-26,5,True,2023-08-13,1885.8000000000002,11,2023-07,Sonstiges
1142,2023-01-25,Eilbestellung,Shimano GmbH,SH-CS-M8100,Kassette XT CS-M8100 12-fach,85,Stück,27.12,Geliefert,2023-01-28,2023-01-30,4,True,2023-02-11,2305.2000000000003,5,2023-01,Sonstiges
1143,2023-10-29,Standardbestellung,Continental AG,CO-RE-SPEED,Fahrradreifen Speed King 2.2,197,Stück,83.42,Offen,2023-11-08,2023-11-09,20,True,2023-11-18,16433.74,11,2023-10,Sonstiges
1144,2023-05-01,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BR-MT5,Hydraulikbremse MT5,144,Stück,21.5,Teilgeliefert,2023-05-10,2023-05-13,11,True,2023-05-22,3096.0,12,2023-05,Sonstiges
1145,2023-07-24,Standardbestellung,Selle Italia S.r.l.,SI-KI-SLR,Fahrradsattel SLR,60,Stück,129.05,Geliefert,2023-08-01,2023-08-04,102,False,,7743.000000000001,11,2023-07,Sonstiges
1146,2023-08-27,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT8,Bremshebel MT8,154,Stück,55.48,Offen,2023-09-06,2023-09-05,14,True,2023-09-12,8543.92,9,2023-08,Bremsen
1147,2023-09-10,Standardbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,53,Stück,114.85,Geliefert,2023-09-13,2023-09-13,300,False,,6087.049999999999,3,2023-09,Antrieb
1148,2024-02-22,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 203mm,183,Stück,142.6,Geliefert,2024-02-28,2024-02-29,4,True,2024-03-01,26095.8,7,2024-02,Bremsen
1149,2023-09-24,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT2,Bremshebel MT2,39,Stück,141.85,Teilgeliefert,2023-10-01,2023-10-02,14,True,2023-10-11,5532.15,8,2023-09,Bremsen
1150,2024-01-26,Eilbestellung,SRAM Corporation,SR-FC-SX1,Kurbelgarnitur SX Eagle,121,Stück,129.92,Teilgeliefert,2024-01-30,2024-01-29,2,True,2024-02-18,15720.319999999998,3,2024-01,Sonstiges
1151,2024-03-31,Eilbestellung,Shimano GmbH,SH-CS-M7100,Kassette SLX CS-M7100 12-fach,63,Stück,124.63,Teilgeliefert,2024-04-09,2024-04-11,15,True,2024-04-16,7851.69,11,2024-03,Sonstiges
1152,2023-04-30,Standardbestellung,Shimano GmbH,SH-BR-M820,Bremssattel Saint M820,156,Stück,138.78,Teilgeliefert,2023-05-08,2023-05-06,183,False,,21649.68,6,2023-04,Bremsen
1153,2024-02-16,Standardbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,35,Stück,108.87,Offen,2024-02-26,2024-02-27,200,False,,3810.4500000000003,11,2024-02,Sonstiges
1154,2024-03-30,Eilbestellung,Shimano GmbH,SH-HB-M6110,Vorderradnabe Deore HB-M6110,158,Stück,96.68,Offen,2024-04-09,2024-04-07,15,True,2024-04-23,15275.44,8,2024-03,Sonstiges
1155,2024-03-26,Standardbestellung,Selle Italia S.r.l.,SI-SA-XLR,Fahrradsattel SLR Boost,147,Stück,128.96,Offen,2024-04-03,2024-04-05,154,False,,18957.120000000003,10,2024-03,Sonstiges
1156,2024-04-02,Eilbestellung,Continental AG,CO-RE-XKING,Fahrradreifen X-King 2.2,156,Stück,78.38,Geliefert,2024-04-06,2024-04-07,2,True,2024-04-07,12227.279999999999,5,2024-04,Sonstiges
1157,2023-09-29,Eilbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,158,Stück,69.26,Offen,2023-10-02,2023-10-05,271,False,,10943.08,6,2023-09,Antrieb
1158,2023-09-24,Standardbestellung,Shimano GmbH,SH-RD-M5100,Schaltwerk Deore RD-M5100-SGS,90,Stück,54.76,Offen,2023-09-30,2023-10-03,108,False,,4928.4,9,2023-09,Sonstiges
1159,2023-02-11,Standardbestellung,Selle Italia S.r.l.,SI-SA-FLITE,Fahrradsattel Flite Boost,28,Stück,59.97,Offen,2023-02-17,2023-02-19,10,True,2023-02-19,1679.1599999999999,8,2023-02,Sonstiges
1160,2023-12-14,Standardbestellung,Shimano GmbH,SH-CN-HG601,Kette CN-HG601 11-fach,106,Stück,14.65,Offen,2023-12-17,2023-12-18,166,False,,1552.9,4,2023-12,Antrieb
1161,2023-04-13,Standardbestellung,Selle Italia S.r.l.,SI-BA-NET,Fahrradsattel Net,34,Stück,33.04,Teilgeliefert,2023-04-22,2023-04-22,279,False,,1123.36,9,2023-04,Sonstiges
1162,2023-03-13,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT5,Bremshebel MT5,190,Stück,133.79,Geliefert,2023-03-20,2023-03-22,94,False,,25420.1,9,2023-03,Bremsen
1163,2023-03-21,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 203mm,170,Stück,69.68,Teilgeliefert,2023-03-26,2023-03-29,19,True,2023-03-31,11845.6,8,2023-03,Bremsen
1164,2024-05-01,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BR-MT5,Hydraulikbremse MT5,156,Stück,11.0,Teilgeliefert,2024-05-10,2024-05-12,13,True,2024-05-13,1716.0,11,2024-05,Sonstiges
1165,2023-03-21,Standardbestellung,SRAM Corporation,SR-BB-GXP,Innenlager GXP Team,41,Stück,13.91,Offen,2023-03-24,2023-03-23,64,False,,570.3100000000001,2,2023-03,Sonstiges
1166,2024-03-04,Eilbestellung,Shimano GmbH,SH-HB-M820,Vorderradnabe Saint HB-M820,83,Stück,27.99,Offen,2024-03-08,2024-03-06,20,True,2024-03-17,2323.17,2,2024-03,Sonstiges
1167,2023-05-08,Eilbestellung,Shimano GmbH,SH-FH-M6110,Hinterradnabe Deore FH-M6110,170,Stück,112.71,Teilgeliefert,2023-05-17,2023-05-16,144,False,,19160.7,8,2023-05,Sonstiges
1168,2024-01-19,Standardbestellung,Selle Italia S.r.l.,SI-GR-ERGON,Fahrradgriffe Ergon GP1,33,Stück,144.32,Geliefert,2024-01-26,2024-01-25,2,True,2024-02-13,4762.5599999999995,6,2024-01,Sonstiges
1169,2023-04-08,Eilbestellung,Continental AG,CO-RE-TERRA,Fahrradreifen Terra Trail 2.3,156,Stück,70.11,Teilgeliefert,2023-04-18,2023-04-20,4,True,2023-04-20,10937.16,12,2023-04,Sonstiges
1170,2023-05-03,Standardbestellung,Selle Italia S.r.l.,SI-GR-ERGON,Fahrradgriffe Ergon GP1,176,Stück,40.78,Geliefert,2023-05-11,2023-05-13,8,True,2023-05-29,7177.280000000001,10,2023-05,Sonstiges
1171,2023-03-25,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 180mm,198,Stück,80.81,Geliefert,2023-04-04,2023-04-02,6,True,2023-04-08,16000.380000000001,8,2023-03,Bremsen
1172,2023-02-23,Standardbestellung,Shimano GmbH,SH-CN-M7100,Kette SLX CN-M7100 12-fach,37,Stück,60.63,Teilgeliefert,2023-02-26,2023-02-24,5,True,2023-03-02,2243.31,1,2023-02,Antrieb
1173,2023-07-26,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT8,Bremshebel MT8,54,Stück,142.52,Teilgeliefert,2023-07-29,2023-07-30,20,True,2023-08-04,7696.080000000001,4,2023-07,Bremsen
1174,2023-01-09,Standardbestellung,Selle Italia S.r.l.,SI-KI-STORIA,Fahrradsattel Storica,65,Stück,47.57,Offen,2023-01-15,2023-01-17,156,False,,3092.05,8,2023-01,Sonstiges
1175,2023-06-03,Standardbestellung,Continental AG,CO-TU-TOUR,Fahrradschlauch Tour 28,148,Stück,22.53,Geliefert,2023-06-07,2023-06-07,14,True,2023-06-12,3334.44,4,2023-06,Sonstiges
1176,2024-03-04,Standardbestellung,Selle Italia S.r.l.,SI-SA-XLR,Fahrradsattel SLR Boost,198,Stück,64.06,Teilgeliefert,2024-03-11,2024-03-13,287,False,,12683.880000000001,9,2024-03,Sonstiges
1177,2024-01-21,Standardbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,123,Stück,136.58,Geliefert,2024-01-25,2024-01-25,167,False,,16799.34,4,2024-01,Sonstiges
1178,2023-07-29,Eilbestellung,Continental AG,CO-RE-RACE,Fahrradreifen Race King 2.2,159,Stück,32.96,Teilgeliefert,2023-08-02,2023-07-31,298,False,,5240.64,2,2023-07,Sonstiges
1179,2023-12-14,Eilbestellung,Shimano GmbH,SH-CS-M7100,Kassette SLX CS-M7100 12-fach,60,Stück,35.41,Teilgeliefert,2023-12-20,2023-12-20,1,True,2023-12-29,2124.6,6,2023-12,Sonstiges
1180,2023-10-29,Standardbestellung,Selle Italia S.r.l.,SI-SA-NOVUS,Fahrradsattel Novus Boost Evo,58,Stück,60.45,Geliefert,2023-11-05,2023-11-03,135,False,,3506.1000000000004,5,2023-10,Sonstiges
1181,2023-03-11,Eilbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,27,Stück,136.47,Geliefert,2023-03-16,2023-03-17,13,True,2023-03-23,3684.69,6,2023-03,Sonstiges
1182,2023-11-15,Eilbestellung,Selle Italia S.r.l.,SI-SA-NOVUS,Fahrradsattel Novus Boost Evo,60,Stück,53.98,Offen,2023-11-23,2023-11-26,283,False,,3238.7999999999997,11,2023-11,Sonstiges
1183,2023-06-17,Eilbestellung,Continental AG,CO-RE-TERRA,Fahrradreifen Terra Trail 2.3,197,Stück,133.86,Offen,2023-06-21,2023-06-22,9,True,2023-06-27,26370.420000000002,5,2023-06,Sonstiges
1184,2024-03-07,Standardbestellung,Shimano GmbH,SH-RD-M8100,Schaltwerk XT RD-M8100-SGS,25,Stück,10.1,Teilgeliefert,2024-03-10,2024-03-08,214,False,,252.5,1,2024-03,Sonstiges
1185,2023-06-21,Eilbestellung,SRAM Corporation,SR-RD-GX1,Schaltwerk GX Eagle,18,Stück,120.91,Teilgeliefert,2023-06-29,2023-07-01,4,True,2023-07-11,2176.38,10,2023-06,Sonstiges
1186,2023-02-21,Standardbestellung,Continental AG,CO-TU-LIGHT,Fahrradschlauch Light S42,161,Stück,17.29,Teilgeliefert,2023-02-25,2023-02-25,213,False,,2783.69,4,2023-02,Sonstiges
1187,2023-11-16,Eilbestellung,Continental AG,CO-RE-TERRA,Fahrradreifen Terra Trail 2.3,123,Stück,119.43,Offen,2023-11-20,2023-11-21,8,True,2023-12-13,14689.890000000001,5,2023-11,Sonstiges
1188,2023-08-30,Eilbestellung,Shimano GmbH,SH-RD-M4120,Schaltwerk Alivio RD-M4120-SGS,99,Stück,46.74,Offen,2023-09-06,2023-09-06,154,False,,4627.26,7,2023-08,Sonstiges
1189,2023-08-26,Eilbestellung,Continental AG,CO-TU-TOUR,Fahrradschlauch Tour 28,144,Stück,14.41,Offen,2023-08-31,2023-09-01,15,True,2023-09-23,2075.04,6,2023-08,Sonstiges
1190,2023-05-08,Standardbestellung,Shimano GmbH,SH-BR-M820,Bremssattel Saint M820,47,Stück,33.26,Teilgeliefert,2023-05-14,2023-05-12,94,False,,1563.2199999999998,4,2023-05,Bremsen
1191,2023-09-05,Eilbestellung,Selle Italia S.r.l.,SI-GR-EPICA,Fahrradgriffe Epica,26,Stück,25.07,Offen,2023-09-08,2023-09-10,10,True,2023-09-15,651.82,5,2023-09,Sonstiges
1192,2023-06-03,Standardbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,81,Stück,31.67,Offen,2023-06-13,2023-06-11,237,False,,2565.27,8,2023-06,Sonstiges
1193,2023-09-10,Eilbestellung,SRAM Corporation,SR-BB-GXP,Innenlager GXP Team,63,Stück,83.0,Teilgeliefert,2023-09-13,2023-09-13,143,False,,5229.0,3,2023-09,Sonstiges
1194,2024-01-20,Standardbestellung,Selle Italia S.r.l.,SI-BA-TURBO,Fahrradsattel Turbo,37,Stück,23.4,Teilgeliefert,2024-01-25,2024-01-27,261,False,,865.8,7,2024-01,Sonstiges
1195,2023-03-09,Standardbestellung,SRAM Corporation,SR-RD-GX1,Schaltwerk GX Eagle,28,Stück,127.32,Geliefert,2023-03-17,2023-03-17,3,True,2023-04-07,3564.96,8,2023-03,Sonstiges
1196,2023-08-21,Eilbestellung,SRAM Corporation,SR-CS-PG1210,Kassette PG-1210 Eagle 12-fach,105,Stück,75.85,Geliefert,2023-08-29,2023-08-29,17,True,2023-09-19,7964.249999999999,8,2023-08,Sonstiges
1197,2023-09-29,Eilbestellung,SRAM Corporation,SR-FC-SX1,Kurbelgarnitur SX Eagle,124,Stück,60.33,Teilgeliefert,2023-10-04,2023-10-05,7,True,2023-10-23,7480.92,6,2023-09,Sonstiges
1198,2023-06-28,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,84,Stück,70.07,Teilgeliefert,2023-07-01,2023-06-29,181,False,,5885.879999999999,1,2023-06,Sonstiges
1199,2023-04-05,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT7,Bremshebel MT7,116,Stück,92.26,Geliefert,2023-04-11,2023-04-10,178,False,,10702.16,5,2023-04,Bremsen
1200,2024-02-25,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT4,Bremshebel MT4,135,Stück,130.36,Teilgeliefert,2024-03-04,2024-03-04,1,True,2024-03-05,17598.600000000002,8,2024-02,Bremsen
1201,2023-05-24,Eilbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,17,Stück,78.48,Offen,2023-05-28,2023-05-31,219,False,,1334.16,7,2023-05,Sonstiges
1202,2023-05-23,Standardbestellung,Continental AG,CO-RE-XKING,Fahrradreifen X-King 2.2,97,Stück,74.6,Offen,2023-06-01,2023-06-03,3,True,2023-06-04,7236.2,11,2023-05,Sonstiges
1203,2024-05-15,Standardbestellung,Continental AG,CO-TU-CITY,Fahrradschlauch City/Tour,18,Stück,63.44,Offen,2024-05-18,2024-05-17,13,True,2024-05-28,1141.92,2,2024-05,Sonstiges
1204,2024-01-31,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT7,Bremshebel MT7,165,Stück,31.83,Teilgeliefert,2024-02-03,2024-02-06,175,False,,5251.95,6,2024-01,Bremsen
1205,2023-08-30,Standardbestellung,Selle Italia S.r.l.,SI-SA-NOVUS,Fahrradsattel Novus Boost Evo,77,Stück,30.69,Geliefert,2023-09-06,2023-09-08,289,False,,2363.13,9,2023-08,Sonstiges
1206,2023-02-26,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,152,Stück,43.75,Teilgeliefert,2023-03-08,2023-03-08,155,False,,6650.0,10,2023-02,Sonstiges
1207,2024-05-07,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT5,Bremshebel MT5,50,Stück,83.89,Geliefert,2024-05-17,2024-05-18,160,False,,4194.5,11,2024-05,Bremsen
1208,2023-02-25,Eilbestellung,SRAM Corporation,SR-FC-NX1,Kurbelgarnitur NX Eagle,96,Stück,132.56,Geliefert,2023-03-07,2023-03-10,76,False,,12725.76,13,2023-02,Sonstiges
1209,2023-12-20,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 220mm,82,Stück,65.18,Geliefert,2023-12-27,2023-12-29,4,True,2024-01-18,5344.76,9,2023-12,Bremsen
1210,2023-09-14,Eilbestellung,Selle Italia S.r.l.,SI-SA-FLITE,Fahrradsattel Flite Boost,64,Stück,11.73,Teilgeliefert,2023-09-17,2023-09-15,9,True,2023-09-25,750.72,1,2023-09,Sonstiges
1211,2023-11-30,Standardbestellung,SRAM Corporation,SR-BB-GXP,Innenlager GXP Team,39,Stück,144.79,Geliefert,2023-12-09,2023-12-10,254,False,,5646.8099999999995,10,2023-11,Sonstiges
1212,2023-08-02,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 180mm,193,Stück,68.26,Teilgeliefert,2023-08-05,2023-08-08,1,True,2023-08-28,13174.18,6,2023-08,Bremsen
1213,2023-07-06,Eilbestellung,Shimano GmbH,SH-HB-M7110,Vorderradnabe SLX HB-M7110,144,Stück,94.72,Geliefert,2023-07-14,2023-07-14,125,False,,13639.68,8,2023-07,Sonstiges
1214,2024-04-07,Standardbestellung,Selle Italia S.r.l.,SI-KI-STORIA,Fahrradsattel Storica,125,Stück,73.32,Offen,2024-04-11,2024-04-10,97,False,,9165.0,3,2024-04,Sonstiges
1215,2023-02-08,Eilbestellung,Shimano GmbH,SH-BR-M820,Bremssattel Saint M820,106,Stück,60.32,Offen,2023-02-11,2023-02-13,82,False,,6393.92,5,2023-02,Bremsen
1216,2023-10-21,Standardbestellung,Selle Italia S.r.l.,SI-SA-NOVUS,Fahrradsattel Novus Boost Evo,102,Stück,136.7,Teilgeliefert,2023-10-28,2023-10-27,144,False,,13943.4,6,2023-10,Sonstiges
1217,2023-11-12,Standardbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,168,Stück,83.9,Offen,2023-11-17,2023-11-16,13,True,2023-11-20,14095.2,4,2023-11,Sonstiges
1218,2023-08-19,Standardbestellung,Continental AG,CO-TU-LIGHT,Fahrradschlauch Light S42,151,Stück,57.0,Teilgeliefert,2023-08-23,2023-08-24,295,False,,8607.0,5,2023-08,Sonstiges
1219,2024-01-27,Eilbestellung,Continental AG,CO-RE-XKING,Fahrradreifen X-King 2.2,128,Stück,90.11,Teilgeliefert,2024-02-01,2024-02-01,11,True,2024-02-19,11534.08,5,2024-01,Sonstiges
1220,2023-04-15,Standardbestellung,Selle Italia S.r.l.,SI-SA-XLR,Fahrradsattel SLR Boost,18,Stück,13.92,Offen,2023-04-23,2023-04-23,90,False,,250.56,8,2023-04,Sonstiges
1221,2023-07-05,Eilbestellung,Continental AG,CO-TU-PREM,Fahrradschlauch Presta Ventil,188,Stück,94.01,Geliefert,2023-07-10,2023-07-10,8,True,2023-07-28,17673.88,5,2023-07,Sonstiges
1222,2023-06-09,Standardbestellung,Selle Italia S.r.l.,SI-BA-NET,Fahrradsattel Net,146,Stück,137.81,Geliefert,2023-06-19,2023-06-22,260,False,,20120.260000000002,13,2023-06,Sonstiges
1223,2024-03-06,Standardbestellung,SRAM Corporation,SR-CN-SX12,Kette SX Eagle 12-fach,189,Stück,132.53,Offen,2024-03-14,2024-03-17,16,True,2024-03-23,25048.170000000002,11,2024-03,Antrieb
1224,2024-03-16,Standardbestellung,Selle Italia S.r.l.,SI-SA-XLR,Fahrradsattel SLR Boost,83,Stück,23.81,Offen,2024-03-24,2024-03-25,277,False,,1976.2299999999998,9,2024-03,Sonstiges
1225,2023-06-18,Eilbestellung,SRAM Corporation,SR-BB-DUB-PF,Innenlager DUB Pressfit,100,Stück,112.57,Offen,2023-06-24,2023-06-23,255,False,,11257.0,5,2023-06,Sonstiges
1226,2024-01-07,Standardbestellung,Continental AG,CO-TU-TOUR,Fahrradschlauch Tour 28,124,Stück,82.86,Geliefert,2024-01-10,2024-01-13,8,True,2024-01-12,10274.64,6,2024-01,Sonstiges
1227,2023-10-21,Eilbestellung,Shimano GmbH,SH-HB-M6110,Vorderradnabe Deore HB-M6110,186,Stück,49.81,Offen,2023-10-27,2023-10-26,5,True,2023-10-31,9264.66,5,2023-10,Sonstiges
1228,2023-01-26,Eilbestellung,Continental AG,CO-RE-TERRA,Fahrradreifen Terra Trail 2.3,117,Stück,144.21,Geliefert,2023-01-31,2023-02-02,4,True,2023-02-02,16872.57,7,2023-01,Sonstiges
1229,2023-08-25,Eilbestellung,Selle Italia S.r.l.,SI-BA-FLITE,Fahrradsattel Flite,187,Stück,42.51,Geliefert,2023-09-01,2023-09-04,17,True,2023-09-15,7949.37,10,2023-08,Sonstiges
1230,2023-08-18,Standardbestellung,Continental AG,CO-RE-XKING,Fahrradreifen X-King 2.2,130,Stück,140.79,Offen,2023-08-24,2023-08-24,4,True,2023-09-09,18302.7,6,2023-08,Sonstiges
1231,2023-07-05,Eilbestellung,Continental AG,CO-RE-RACE,Fahrradreifen Race King 2.2,166,Stück,59.88,Offen,2023-07-14,2023-07-14,294,False,,9940.08,9,2023-07,Sonstiges
1232,2024-03-21,Standardbestellung,SRAM Corporation,SR-FC-SX1,Kurbelgarnitur SX Eagle,127,Stück,25.75,Teilgeliefert,2024-03-25,2024-03-27,3,True,2024-04-20,3270.25,6,2024-03,Sonstiges
1233,2023-02-04,Eilbestellung,Continental AG,CO-TU-LIGHT,Fahrradschlauch Light S42,52,Stück,41.86,Teilgeliefert,2023-02-14,2023-02-12,232,False,,2176.72,8,2023-02,Sonstiges
1234,2023-05-07,Eilbestellung,Selle Italia S.r.l.,SI-GR-ERGON,Fahrradgriffe Ergon GP1,74,Stück,90.51,Geliefert,2023-05-13,2023-05-11,18,True,2023-06-05,6697.740000000001,4,2023-05,Sonstiges
1235,2023-01-15,Eilbestellung,SRAM Corporation,SR-BB-DUB-PF,Innenlager DUB Pressfit,96,Stück,146.37,Offen,2023-01-21,2023-01-20,171,False,,14051.52,5,2023-01,Sonstiges
1236,2023-08-31,Eilbestellung,SRAM Corporation,SR-BB-GXP,Innenlager GXP Team,99,Stück,128.71,Geliefert,2023-09-03,2023-09-02,163,False,,12742.29,2,2023-08,Sonstiges
1237,2023-09-08,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT2,Bremshebel MT2,109,Stück,52.96,Teilgeliefert,2023-09-13,2023-09-12,5,True,2023-09-16,5772.64,4,2023-09,Bremsen
1238,2023-10-26,Eilbestellung,Shimano GmbH,SH-FH-M6110,Hinterradnabe Deore FH-M6110,19,Stück,121.03,Geliefert,2023-10-29,2023-10-29,166,False,,2299.57,3,2023-10,Sonstiges
1239,2023-08-01,Standardbestellung,Shimano GmbH,SH-HB-M7110,Vorderradnabe SLX HB-M7110,51,Stück,84.02,Geliefert,2023-08-04,2023-08-04,281,False,,4285.0199999999995,3,2023-08,Sonstiges
1240,2023-09-02,Standardbestellung,SRAM Corporation,SR-BB-DUB,Innenlager DUB BSA,63,Stück,104.69,Geliefert,2023-09-08,2023-09-07,149,False,,6595.47,5,2023-09,Sonstiges
1241,2023-12-27,Eilbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,25,Stück,49.34,Teilgeliefert,2024-01-04,2024-01-02,108,False,,1233.5,6,2023-12,Antrieb
